"person_id","gender","wave","race","race_label","age","n_dates","n_matches","match_rate","yes_rate_in","yes_rate_out","received_attr","received_sinc","received_intel","received_fun","received_amb","received_shar","received_like","received_prob_yes","received_met_before","pct_partner_black","pct_partner_white","pct_partner_latino","pct_partner_asian","pct_partner_native","pct_partner_other","pct_partner_race_missing","pct_samerace_partners","field_code","field","hometown","zipcode","income","career_code","career","id_in_wave","id_in_gender","condition","n_met_in_wave","undergrad_school","median_sat","tuition","imp_samerace","imp_samerelig","event_goal","date_freq","goout_freq","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","avg_int_corr","avg_partner_pref_attr","avg_partner_pref_sinc","avg_partner_pref_intel","avg_partner_pref_fun","avg_partner_pref_amb","avg_partner_pref_shar"
351,0,14,4,"Asian/Pacific Islander/Asian-American",35,18,5,0.277777777777778,0.333333333333333,0.722222222222222,6.88235294117647,7.41176470588235,7.05882352941176,5.52941176470588,6.11764705882353,4.94117647058824,5.88235294117647,5.29411764705882,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.222222222222222,9,"music education","taiwan","90504",NA,2,"music educator, performer",11,21,2,18,"ucla",1290,15309,1,3,2,5,4,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,0.234444444444444,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
352,0,14,6,"Other",29,18,3,0.166666666666667,0.222222222222222,0.722222222222222,5.88888888888889,7.94444444444444,7,5.27777777777778,5.5,4.61111111111111,5.27777777777778,5.66666666666667,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.0555555555555555,9,"music education","taiwan","2115",NA,6,"artist",12,23,2,18,"berklee college of music",NA,17715,6,6,2,4,3,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,0.163333333333333,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
353,0,14,4,"Asian/Pacific Islander/Asian-American",25,18,1,0.0555555555555555,0.0555555555555555,0.666666666666667,4.9375,7.8125,6.75,4.8125,5.3125,3.5625,4.4375,5.125,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.222222222222222,9,"music education","taiwan","11373",NA,2,"teacher",13,25,2,18,"shia-chian university",NA,NA,7,7,1,2,1,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,0.0305555555555556,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
354,0,14,2,"European/Caucasian-American",22,18,8,0.444444444444444,0.5,0.666666666666667,6.83333333333333,7.16666666666667,7,7.83333333333333,7.16666666666667,7.33333333333333,6.98333333333333,6.94117647058824,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.611111111111111,3,"clinical psychology","manhattan","10128",49409,3,"clinical psychology",14,27,2,18,"loyola college in maryland",1210,23500,9,8,1,6,1,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,0.231666666666667,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
355,0,14,2,"European/Caucasian-American",24,18,1,0.0555555555555555,0.611111111111111,0.166666666666667,7.23529411764706,7.41176470588235,6.76470588235294,7.05882352941176,6.70588235294118,6,6.70588235294118,6.8125,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.611111111111111,3,"clinical psychology","nj","8225",NA,3,"clinical psychologist",15,29,2,18,"university of delaware",1160,14380,10,2,1,4,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,0.247222222222222,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
356,0,14,2,"European/Caucasian-American",27,18,1,0.0555555555555555,0.222222222222222,0.0555555555555555,7.98888888888889,7.66666666666667,7.88888888888889,5.55555555555556,6.88888888888889,6,6.88888888888889,6.11111111111111,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.611111111111111,3,"counseling psychology","pennsylvania","18103",31516,3,"psychologist",16,31,2,18,"lafayette college",1260,24921,2,4,1,7,2,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,0.244444444444444,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
357,0,14,4,"Asian/Pacific Islander/Asian-American",27,18,3,0.166666666666667,0.611111111111111,0.166666666666667,7.58823529411765,7.94117647058824,7.94117647058824,6.94117647058824,6.88235294117647,6.0625,7.11764705882353,6.88235294117647,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.222222222222222,9,"education","atlanta, ga","30071",36223,2,"education",17,33,2,18,"wellesley college",1341,25504,10,10,1,4,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,0.125555555555556,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
358,0,14,4,"Asian/Pacific Islander/Asian-American",26,18,2,0.111111111111111,0.555555555555556,0.166666666666667,7.41176470588235,7.58823529411765,8.41176470588235,6.58823529411765,8.52941176470588,6.29411764705882,6.76470588235294,6.05882352941176,1.88235294117647,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.222222222222222,8,"mba","california and new york","95008",43367,7,"marketing or strategy and business development",18,35,2,18,"uc berkeley",1309,15162,1,1,1,5,3,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,0.217222222222222,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
359,0,14,2,"European/Caucasian-American",26,18,3,0.166666666666667,0.277777777777778,0.333333333333333,6.21875,6.8125,7.46875,5.3125,6.625,4.625,5.34375,5.34375,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.611111111111111,6,"communications in education","california","11104",27503,9,"reorganizing society. no, i am not being flip.",19,37,2,18,"hampshire college",1250,26871,1,5,2,6,3,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,0.0827777777777778,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
360,0,14,6,"Other",24,18,4,0.222222222222222,0.222222222222222,0.555555555555556,6.0625,7.875,7.6,5.93333333333333,6.53333333333333,5.6,5.9375,5.8,2,0,0.611111111111111,0.111111111111111,0.222222222222222,0,0.0555555555555556,0,0.0555555555555555,3,"psychology","new delhi, india","110060",NA,3,"clinical psychologist",20,38,2,18,"jesus and mary college,delhi",NA,NA,8,4,2,6,2,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,0.0683333333333333,31.5605555555556,14.2255555555556,17.5322222222222,18.9522222222222,7.75055555555556,9.97888888888889
361,1,14,2,"European/Caucasian-American",34,20,1,0.05,0.2,0.1,4.16666666666667,6.61111111111111,6.88888888888889,4.77777777777778,6.75,4.46666666666667,4.66666666666667,5.16666666666667,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,1,"intellectual property law","bronx science","10469",35187,1,"intellectual property attorney",1,2,2,20,"columbia",1430,26908,5,5,2,6,6,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,0.408947368421053,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
362,1,14,2,"European/Caucasian-American",30,20,5,0.25,0.45,0.55,5.52631578947368,6.94736842105263,7.68421052631579,6.83333333333333,6.73684210526316,5.94117647058824,5.73684210526316,5.36842105263158,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,1,"law","spain",NA,NA,1,"law",2,4,2,20,"univeristy of barcelona",NA,NA,1,1,1,4,3,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,0.30421052631579,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
363,1,14,4,"Asian/Pacific Islander/Asian-American",23,20,2,0.1,0.25,0.6,5.10526315789474,7.63157894736842,7.21052631578947,5.8421052631579,6.63157894736842,4.3125,5.26315789473684,4.78947368421053,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.3,5,"engineering","nashville, tn","37204",26298,7,"investment banking",3,6,2,20,"lipscomb university",NA,NA,1,1,3,6,2,3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,0.173157894736842,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
364,1,14,3,"Latino/Hispanic American",27,20,6,0.3,0.45,0.65,6.4,7.85,7.73684210526316,7.4,6.89473684210526,6.1,6.4,5.75,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.1,8,"mba finance","miami","34105",NA,7,"consulting",4,8,2,20,"florida international university",1110,10450,6,2,3,4,2,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,0.0863157894736842,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
365,1,14,2,"European/Caucasian-American",30,20,1,0.05,0.5,0.4,7,7.41176470588235,7.64705882352941,7.35294117647059,7.5,6.84615384615385,6.61111111111111,5.16666666666667,1.94444444444444,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,8,"mba","france","94130",NA,10,"make money",5,10,2,20,"hec france",NA,NA,1,1,1,2,1,7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,0.33,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
366,1,14,2,"European/Caucasian-American",27,20,10,0.5,0.9,0.55,7.52631578947368,8.26315789473684,8.42105263157895,7.42105263157895,7.5625,7.33333333333333,7.68421052631579,6.1578947368421,1.94117647058824,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,8,"business","australia","3186",NA,6,"art management",6,12,2,20,"monash university - australia",NA,NA,4,6,1,4,1,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,0.302631578947368,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
367,1,14,2,"European/Caucasian-American",27,20,4,0.2,0.6,0.3,6.55555555555556,8.05555555555556,7.61111111111111,7,7.05882352941176,7.625,7.05555555555556,5.94444444444444,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,13,"international affairs","toronto, canada",NA,NA,13,"political development in africa",7,14,2,20,"harvard university",1400,26019,6,3,3,4,1,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,0.0242105263157895,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
368,1,14,6,"Other",24,20,6,0.3,0.55,0.55,6.35294117647059,7.88235294117647,7.47058823529412,7.52941176470588,7,7.06666666666667,6.94117647058824,6.35294117647059,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.1,13,"intrernational affairs","uk/turkey",NA,NA,6,"journalist",8,16,2,20,"cambridge university",NA,10800,1,1,1,4,2,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,0.219473684210526,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
369,1,14,2,"European/Caucasian-American",25,20,8,0.4,0.5,0.65,6.4,7,7,8,7,5.66666666666667,6.33333333333333,5.86666666666667,1.92857142857143,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,3,"clinical psychology","boston, ma","46818",31148,3,"clinical psychologist, researcher, professor",9,18,2,20,"boston college",1310,25026,1,8,2,5,3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,0.292105263157895,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
370,1,14,2,"European/Caucasian-American",28,20,1,0.05,0.7,0.15,7.94117647058824,7.8235294117647,8.1875,7.64705882352941,7.58823529411765,6.93333333333333,7.35294117647059,5.6875,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,8,"mba","new york","11363",55704,7,"consulting",10,20,2,20,"cornell",1360,26062,7,4,3,4,1,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,0.0936842105263158,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
371,1,14,2,"European/Caucasian-American",27,20,4,0.2,0.5,0.35,7.3,7.3,7.26315789473684,6.94444444444444,7,5.77777777777778,6.55,5.05263157894737,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,8,"mba","chicago","60521",69487,9,"intl development",11,22,2,20,"illinois",NA,8421,3,1,5,7,1,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,0.0142105263157895,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
372,1,14,2,"European/Caucasian-American",27,20,3,0.15,0.5,0.3,6.64705882352941,6.94117647058824,7.41176470588235,6.88235294117647,6.3125,6.07692307692308,6.11764705882353,4.58823529411765,1.9375,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,8,"business","midwest usa","66208",46138,10,"undecided",12,24,2,20,"harvard college",1400,26019,9,7,2,5,2,9,10,8,9,9,9,7,4,2,9,6,8,6,7,7,4,2,0.12421052631579,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
373,1,14,3,"Latino/Hispanic American",29,20,4,0.2,0.65,0.3,8.52941176470588,8.11764705882353,8.0625,7.5625,8.125,7.07692307692308,7.11764705882353,6.52941176470588,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.1,8,"mba","costa rica","9971200",NA,7,"business consulting",13,26,2,20,"universidad de costa rica",NA,NA,3,1,2,5,2,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,0.123157894736842,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
374,1,14,4,"Asian/Pacific Islander/Asian-American",30,20,1,0.05,0.3,0.2,5.64705882352941,7.47058823529412,7.41176470588235,5.64705882352941,7.13333333333333,5.15384615384615,5.94117647058824,5.41176470588235,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.3,8,"business consulting","south korea","135110",NA,7,"consulting",14,28,2,20,"sogang university(korea)",NA,NA,6,6,2,4,2,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,0.106315789473684,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
375,1,14,2,"European/Caucasian-American",27,20,3,0.15,0.55,0.4,8.31578947368421,7,6.89473684210526,6.73684210526316,6.64705882352941,5.5,6.47368421052632,5.1578947368421,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,8,"mba","yugoslavia","0",NA,1,"private equity",15,30,2,20,"university of texas",990,10096,3,2,1,3,1,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,0.0594736842105263,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
376,1,14,4,"Asian/Pacific Islander/Asian-American",25,20,2,0.1,0.5,0.1,6.42105263157895,7.36842105263158,8.52631578947368,6.61111111111111,8.1578947368421,6,6.52631578947368,4.89473684210526,1.94736842105263,0.05,0.4,0.1,0.3,0,0.1,0.05,0.3,8,"business","los angeles","48098",66827,10,"still wondering",16,32,2,20,"u of southern california, economics",1320,25533,10,7,2,5,2,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,0.247894736842105,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
377,1,14,4,"Asian/Pacific Islander/Asian-American",26,20,1,0.05,0.15,0.25,5.55555555555556,6.61111111111111,6.94117647058824,5,6,4.85714285714286,4.83333333333333,4.61111111111111,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.3,8,"business school","new york","7039",NA,7,"investment management",17,34,2,20,"nyu",1340,25380,3,2,1,5,1,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,-0.0978947368421053,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
378,1,14,2,"European/Caucasian-American",29,20,1,0.05,0.35,0.2,6.55555555555556,7,7.05555555555556,6.41176470588235,6.3125,5.73333333333333,6.05555555555556,5.33333333333333,2,0.05,0.4,0.1,0.3,0,0.1,0.05,0.4,8,"mba","wisconsin","53012",42897,7,"finance related",18,36,2,20,"northwestern university",1159,25839,3,2,6,5,2,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,0.153157894736842,19.5263157894737,18.2631578947368,19.4736842105263,16.1052631578947,14.9473684210526,11.6842105263158
379,0,15,2,"European/Caucasian-American",38,19,2,0.105263157894737,0.526315789473684,0.263157894736842,6.29411764705882,7.05882352941176,7.70588235294118,6.5625,7.70588235294118,6.5,6.23529411764706,5.1875,1.94117647058824,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,8,"business, media","nyc, san francisco","95695",31809,7,"media marketing/entrepreneurship",1,1,2,19,"uc berkeley",1309,15162,4,6,2,7,2,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,0.25578947368421,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
380,0,15,1,"Black/African American",33,19,2,0.105263157894737,0.263157894736842,0.736842105263158,5.94444444444444,7.44444444444444,7.83333333333333,6.55555555555556,7.0625,6.05555555555556,6,4.88888888888889,1.94444444444444,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.0526315789473684,14,"mfa -film","chicago","60519",NA,6,"film directing",2,3,2,19,"university of michigan",1290,21645,4,8,2,7,4,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,0.154210526315789,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
381,0,15,2,"European/Caucasian-American",24,19,2,0.105263157894737,0.421052631578947,0.31578947368421,6.38888888888889,6.83333333333333,6.83333333333333,6.47058823529412,6.875,6.46153846153846,5.75,4.86111111111111,1.94444444444444,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,14,"film","california","92833",NA,6,"screenwriter",3,5,2,19,"nyu",1340,25380,6,3,5,4,1,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,0.17,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
382,0,15,2,"European/Caucasian-American",28,19,4,0.210526315789474,0.421052631578947,0.526315789473684,6.22222222222222,6.88235294117647,6.88888888888889,5.55555555555556,6.64705882352941,5.6875,6,5.38888888888889,1.94117647058824,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,14,"film","new york city","10028",52010,6,"filmmaker",4,7,2,19,"school of the arts",NA,NA,8,1,2,7,3,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.143684210526316,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
383,0,15,2,"European/Caucasian-American",27,19,4,0.210526315789474,0.578947368421053,0.368421052631579,6.33333333333333,7.77777777777778,6.66666666666667,6.66666666666667,6.4,5.46153846153846,6.58333333333333,6.66666666666667,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,9,"higher ed. - m.a.","massachusetts","1040",NA,7,"director of admissions",5,9,2,19,"smith college",1260,24742,10,5,3,6,2,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,0.211578947368421,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
384,0,15,2,"European/Caucasian-American",23,19,7,0.368421052631579,0.68421052631579,0.578947368421053,7,7.52631578947368,7.31578947368421,8.10526315789474,6.72222222222222,7.15625,7.1578947368421,6.61111111111111,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,9,"education","connecticut","6019",NA,10,"undecided",6,11,2,19,"bowdoin college",1370,25890,9,6,2,5,3,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.213157894736842,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
385,0,15,2,"European/Caucasian-American",25,19,7,0.368421052631579,0.526315789473684,0.578947368421053,7.05263157894737,7.8421052631579,6.8421052631579,7.21052631578947,6.5,6.28571428571429,6.8421052631579,6,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,9,"elementary education","oregon","91011",78704,2,"elementary education teaching",7,13,2,19,"university of oregon",1105,14493,5,8,2,5,3,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.280526315789474,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
386,0,15,2,"European/Caucasian-American",26,19,2,0.105263157894737,0.31578947368421,0.578947368421053,5.63157894736842,8.05263157894737,7.68421052631579,6.78947368421053,6.625,5.8125,6.10526315789474,5.68421052631579,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,3,"school psychology","new york","11023",75347,3,"school psychologist",8,15,2,19,"brown",1400,27395,4,2,2,7,2,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,0.0231578947368421,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
387,0,15,2,"European/Caucasian-American",25,19,8,0.421052631578947,0.736842105263158,0.526315789473684,8.18421052631579,7.66666666666667,7.52631578947368,7.75,7.05882352941176,6,7.31578947368421,6.05263157894737,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,3,"school psychology","new jersey","7069",NA,3,"school psychologist",9,17,2,19,"holy cross",1258,25020,5,2,2,7,2,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.0905263157894737,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
388,0,15,2,"European/Caucasian-American",24,19,1,0.0526315789473684,0.473684210526316,0.0526315789473684,6.97368421052632,6.55555555555556,6.55263157894737,6.94117647058824,6.58823529411765,5.53846153846154,5.97368421052632,4.86842105263158,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,3,"counseling psychology","san francisco, ca","94960",47005,3,"school counseling",10,19,2,19,"colgate university",1365,27025,1,6,2,4,2,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.234210526315789,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
389,0,15,2,"European/Caucasian-American",21,19,8,0.421052631578947,0.894736842105263,0.421052631578947,7.61111111111111,7.27777777777778,7.77777777777778,7.86111111111111,7.3235294117647,5.29411764705882,7.33333333333333,6.35294117647059,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,1,"law","florida and virginia","33414",52805,1,"attorney?",11,21,2,19,"mary baldwin college",1030,15990,1,1,2,3,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.245263157894737,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
390,0,15,4,"Asian/Pacific Islander/Asian-American",30,19,3,0.157894736842105,0.157894736842105,0.947368421052632,3.61111111111111,5.94444444444444,6.30555555555556,4.27777777777778,6.23529411764706,2.625,4.27777777777778,5.27777777777778,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.105263157894737,9,"neuroscience and education","hong kong","0",NA,2,"academic",12,23,2,19,"columbia",1430,26908,1,10,6,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.347894736842105,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
391,0,15,2,"European/Caucasian-American",28,19,1,0.0526315789473684,0.526315789473684,0.105263157894737,6.52631578947368,6.8421052631579,7.38888888888889,6.64705882352941,6.53333333333333,6.78571428571429,6.39473684210526,5.52777777777778,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,6,"creative writing","maryland","20852",50725,6,"writer",13,25,2,19,"brown",1400,27395,1,5,1,4,1,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.265263157894737,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
392,0,15,2,"European/Caucasian-American",26,19,2,0.105263157894737,0.473684210526316,0.31578947368421,6,7.63157894736842,7.22222222222222,7.10526315789474,7,6.46666666666667,6.52631578947368,6.1578947368421,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,6,"creative writing - nonfiction","new york, ny","10128",49409,6,"writer/teacher",14,27,2,19,"columbia",1430,26908,6,1,5,4,3,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.275789473684211,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
393,0,15,2,"European/Caucasian-American",22,19,5,0.263157894736842,0.31578947368421,0.631578947368421,5.11111111111111,7.83333333333333,7.61111111111111,6.44444444444444,6.47058823529412,6.14285714285714,5.88888888888889,5.66666666666667,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,6,"writing: literary nonfiction","long island","11733",65693,6,"writing or editorial",15,29,2,19,"smith college",1260,24742,4,8,1,7,1,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.18,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
394,0,15,2,"European/Caucasian-American",24,19,1,0.0526315789473684,0.263157894736842,0.210526315789474,5.44444444444444,7.11111111111111,6.83333333333333,5.88888888888889,5.70588235294118,5.46666666666667,5.5,4.88888888888889,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,6,"creative writing (nonfiction)","san francisco bay area","94403",45736,6,"writer/editor",16,31,2,19,"wesleyan university",1380,27100,1,6,2,4,2,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.234736842105263,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
395,0,15,2,"European/Caucasian-American",33,19,2,0.105263157894737,0.263157894736842,0.368421052631579,5.68421052631579,6.89473684210526,7.05263157894737,6.27777777777778,6.55555555555556,5.53333333333333,5.5,4.31578947368421,2,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.789473684210526,6,"nonfiction writing","los angeles","16803",33906,6,"writer/editor",17,33,2,19,"penn state university",NA,14388,1,2,3,4,2,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.246842105263158,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
396,0,15,4,"Asian/Pacific Islander/Asian-American",25,19,2,0.105263157894737,0.263157894736842,0.631578947368421,5.29411764705882,7,6.76470588235294,5.8235294117647,6.1875,5.35714285714286,5.41176470588235,5.35294117647059,1.9375,0.0526315789473684,0.789473684210526,0.0526315789473684,0.105263157894737,0,0,0,0.105263157894737,15,"theatre management & producing","hawaii and los angeles","96701",50501,6,"producer at a non-profit regional theatre",18,35,2,19,"occidental college",1011,9729,1,5,2,7,2,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.0863157894736842,33.1578947368421,13.7368421052632,19.0526315789474,17.9473684210526,7.1578947368421,8.94736842105263
